# Constructed from biom file
#OTU ID	S1A015	S1A1530	S1A3050	S1A5075	S1B07	S1B2230	S1B3040	S1B6575	S2A1727	S2A3545	S2A5060	S2A515	S2B07	S2B1522	S2B3040	S2B5565	S3A07	S3A1522	S3A3040	S3A6070	S3B2030	S3B3545	S3B515	S3B6070	S4B07	S4B1522	S4B3040	S4B5565	S5A07	S5A1522	S5A3040	S5A5565	S5B07	S5B1522	S5B3040	S5B5060	S6A07	S6A1522	S6A3040	S6B07	S6B1522	S6B3040	S7A07	S7A1522	S7A3040	S7A5060	S7B07	S7B1522	S7B3040	S7B5060
K00381	62161.28	47462.3	41559.57	29940.699999999997	53888.03	22343.03	16709.67	11443.04	12440.47	32057.42	26871.53	12887.970000000001	28926.43	22376.08	58674.49	13476.61	24830.6	22241.84	12099.77	15692.33	18418.3	18423.170000000002	17930.14	146457.97000000003	63530.42999999999	23184.06	24589.25	24742.050000000003	60449.729999999996	45237.91	52081.14	14262.630000000001	50940.31	40905.759999999995	79454.57	46408.02	53444.979999999996	38866.42	31761.51	62979.36	40268.65	33329.94	53395.83	32536.870000000003	35460.24	6659.0	33468.21	45126.31	40808.24	26975.730000000003
K00382	270476.72	288691.70999999996	219454.52000000002	202343.56	227187.61	249491.93	188634.92	210659.72999999998	198659.45	208093.24	256528.5	172305.19	183012.68	201047.63999999998	222136.8	147847.08000000002	141359.90000000002	185256.16000000003	138222.57	107290.60999999999	232984.81	197727.06	150997.56	676160.28	317087.41	177930.38	233147.52	241083.14	237033.28999999998	203040.79	283166.39	117000.67	242116.85	221343.55000000002	381866.49	273875.28	262238.5	226542.88	200793.62	276148.75	226983.27	200130.43	256516.84999999998	229664.95	274823.06	78213.39	176348.94999999998	247564.16999999998	259188.35	186216.07
K00383	53684.16	42292.06	30816.07	37714.259999999995	95968.34	43334.23	47882.32000000001	28240.319999999996	23816.940000000002	58332.5	60446.45	23074.570000000003	38800.37	35269.94	73359.45000000001	35467.39	60025.770000000004	47795.07	28891.86	30521.5	46011.16	48496.049999999996	29272.42	186950.03999999998	55680.01000000001	26425.89	41552.1	38247.899999999994	103419.91	68761.87	76634.12	25133.23	67639.48	46170.15	69445.82	51062.18	65956.36	49228.11	64296.649999999994	107607.33	65650.57	54274.619999999995	56409.57000000001	39280.78	52334.55	12905.61	45355.23	49469.729999999996	79322.49999999999	59098.86
K00384	256651.44	328490.32	231862.3	235135.3	274063.18999999994	310405.8	247107.90000000002	269424.38	249118.21	246318.11000000002	316624.46	213982.82	223126.35	248369.94999999998	257557.56	187974.74	191216.1	241305.66	178774.44	151538.19	292020.62	253489.33	183876.75	777443.3400000001	326210.04	201703.58	281773.74	283580.43000000005	277114.41000000003	223862.7	321292.27999999997	151580.94	266603.14	235626.05999999997	418987.0	326976.13	290439.85	265405.77	250706.46	331327.77	272346.41000000003	236992.47	304169.61	262056.02	321135.63	96019.71	209731.62	287074.33	322883.44	235676.08
K00385	4773.0	5712.42	7475.0	6715.5	11859.0	6057.58	6781.0	3881.42	3305.33	7216.0	7893.0	3169.59	4093.42	3590.25	6467.33	4964.42	9965.92	7353.92	5549.83	7367.25	6113.0	6981.25	3949.59	16784.59	4868.83	2860.0	5626.42	4491.67	12795.34	9643.33	9813.0	9065.41	8548.25	5239.34	5753.83	4875.5	6244.58	4304.0	7927.0	12098.0	6735.58	5794.5	5722.91	3340.25	5765.67	1783.0	3921.0	4026.0	9694.0	8013.0
K00387	111.0	146.0	55.0	86.0	340.0	162.0	160.0	99.0	97.0	190.0	246.0	87.0	111.0	100.0	121.0	153.0	194.0	174.0	97.0	138.0	168.0	131.0	114.0	483.0	155.0	66.0	124.0	125.0	423.0	223.0	232.0	114.0	238.0	111.0	163.0	133.0	140.0	120.0	200.0	294.0	181.0	127.0	149.0	72.0	126.0	62.0	135.0	102.0	218.0	181.0
K00389	7651.889999999999	7272.849999999999	6090.25	6584.830000000001	18562.88	8644.84	9928.239999999998	5873.41	5242.24	11310.75	12446.480000000001	5046.31	6869.26	5789.93	9230.46	7411.42	14789.46	13100.61	8226.98	10496.64	9829.380000000001	10816.630000000001	6156.95	26839.729999999996	7815.1	4724.1900000000005	8907.67	7307.4800000000005	19982.95	14275.81	15222.34	7021.66	12377.749999999998	8442.98	9976.16	8200.789999999999	9580.0	6658.179999999999	12583.130000000001	18694.93	10715.82	9594.07	8737.15	5615.15	8921.43	2779.18	6460.68	6679.17	14670.5	12057.859999999999
K00390	75737.13	64667.25	54341.87000000001	47624.439999999995	62126.46	62398.26000000001	46526.64	55454.92	51344.14	57332.350000000006	68011.20000000001	39539.0	38120.700000000004	55211.44	89349.41	38097.52	33883.82	46159.76	41219.66	37235.55	62086.83	53552.0	40490.11	246318.04	78937.22	34104.36	49392.47	57006.51	72269.70999999999	53176.01	64788.49	26706.09	61879.61000000001	54627.81	120000.76	82246.73	65568.59	57673.79000000001	49582.520000000004	75139.15	53157.759999999995	47245.25	68710.79000000001	51655.34	66294.66	18531.34	45232.72	61825.42	58636.91	41950.82000000001
K00392	7082.35	3820.58	3063.75	2092.76	4925.08	2690.24	2026.83	1888.9299999999998	2156.92	4958.76	3563.67	2023.09	2237.34	2095.99	2441.25	1666.83	1773.17	1491.67	1388.92	1701.0	2795.9300000000003	2579.4300000000003	1883.08	6492.59	6188.51	2164.17	2566.92	2620.01	6514.9400000000005	3863.5	3836.1000000000004	1521.82	5015.0	4127.59	7068.25	3198.83	8338.84	7413.92	3814.26	6215.99	6863.57	5464.41	6205.42	5006.67	5536.92	958.1700000000001	5993.66	7381.41	4566.09	3173.84
K00394	14737.5	51560.42	30401.0	38076.0	16073.0	45689.08	22710.0	35205.42	31486.33	25474.0	37130.0	34394.09	36664.42	33166.58	20748.33	20345.42	13901.42	18743.42	16329.33	7836.25	33618.0	25147.25	21847.09	54775.42	39398.83	37339.0	46211.92	44475.67	6053.34	15188.33	39976.5	21224.41	24552.25	32071.34	43230.33	29298.5	20202.08	27256.0	26003.0	15597.5	26006.58	24732.5	24883.41	34948.25	41657.67	14566.5	14713.0	30722.0	37298.0	27177.5
K00395	14737.5	51560.42	30401.0	38076.0	16073.0	45689.08	22710.0	35205.42	31486.33	25474.0	37130.0	34394.09	36664.42	33166.58	20748.33	20345.42	13901.42	18743.42	16329.33	7836.25	33618.0	25147.25	21847.09	54775.42	39398.83	37339.0	46211.92	44475.67	6053.34	15188.33	39976.5	21224.41	24552.25	32071.34	43230.33	29298.5	20202.08	27256.0	26003.0	15597.5	26006.58	24732.5	24883.41	34948.25	41657.67	14566.5	14713.0	30722.0	37298.0	27177.5
K00399	23.0	666.0	314.0	586.0	107.0	3147.0	2968.0	4121.0	4662.0	1009.0	2295.0	1675.0	266.0	2928.0	1493.0	1824.0	380.0	1867.0	1542.0	4444.0	2944.0	2217.0	1690.0	7032.0	162.0	613.0	1069.0	1794.0	0.0	8.0	487.0	1056.0	45.0	511.0	4499.0	6822.0	36.0	461.0	524.0	2.0	162.0	558.0	34.0	598.0	1184.0	912.0	3.0	302.0	295.0	552.0
K00400	23.0	666.0	314.0	586.0	107.0	3147.0	2968.0	4121.0	4662.0	1009.0	2295.0	1675.0	266.0	2928.0	1493.0	1824.0	380.0	1867.0	1542.0	4444.0	2944.0	2217.0	1690.0	7032.0	162.0	613.0	1069.0	1794.0	0.0	8.0	487.0	1056.0	45.0	511.0	4499.0	6822.0	36.0	461.0	524.0	2.0	162.0	558.0	34.0	598.0	1184.0	912.0	3.0	302.0	295.0	552.0
K00401	23.0	666.0	314.0	586.0	107.0	3147.0	2968.0	4121.0	4662.0	1009.0	2295.0	1675.0	266.0	2928.0	1493.0	1824.0	380.0	1867.0	1542.0	4444.0	2944.0	2217.0	1690.0	7032.0	162.0	613.0	1069.0	1794.0	0.0	8.0	487.0	1056.0	45.0	511.0	4499.0	6822.0	36.0	461.0	524.0	2.0	162.0	558.0	34.0	598.0	1184.0	912.0	3.0	302.0	295.0	552.0
K00402	23.0	666.0	314.0	586.0	107.0	3147.0	2968.0	4121.0	4662.0	1009.0	2295.0	1675.0	266.0	2928.0	1493.0	1824.0	380.0	1867.0	1542.0	4444.0	2944.0	2217.0	1690.0	7032.0	162.0	613.0	1069.0	1794.0	0.0	8.0	487.0	1056.0	45.0	511.0	4499.0	6822.0	36.0	461.0	524.0	2.0	162.0	558.0	34.0	598.0	1184.0	912.0	3.0	302.0	295.0	552.0
K00404	68733.02	54217.399999999994	48393.28	32748.59	59516.74	25787.02	18592.25	14328.310000000001	13568.73	37239.770000000004	30410.280000000002	14650.260000000002	32838.71	25035.239999999998	62779.47	14980.77	26767.22	22240.54	15240.369999999999	15814.109999999999	20366.48	18867.29	19077.42	144777.75	70594.0	29886.270000000004	26196.519999999997	26990.14	62347.079999999994	48345.51	59436.18	14770.4	57125.03	47654.82	92560.78	50285.28	59800.729999999996	44038.53	36230.67	70595.06	47096.66	38193.57	57000.36	36929.95	38975.59	7143.57	35634.65	48088.270000000004	44946.31	28860.64
